years_experience,position,skills,location,market_salary,final_salary
9,Manager,"['API Design', 'C++', 'CI/CD', 'Python', 'React Native', 'SQL']",Hyderabad,4431000,4878000
4,Mid,"['NumPy', 'Python', 'REST API']",Remote,1511000,1530000
3,Mid,"['Pandas', 'PyTorch', 'SQL']",Pune,1323000,1444000
3,Junior,"['Generative AI', 'Microservices', 'Python', 'Swift']",Mumbai,1145000,1143000
5,Lead,"['Agile', 'Angular', 'C', 'FastAPI', 'Groq API', 'Kafka', 'LangGraph', 'NumPy', 'PostgreSQL']",Chennai,3200000,3261000
3,Junior,"['C++', 'REST API', 'SQL', 'Vue.js']",Delhi,1007000,1038000
20,Manager,"['Go', 'Kotlin', 'Statistics', 'Tailwind CSS']",Pune,4983000,5407000
14,Mid,"['AWS', 'Python', 'SQL']",Pune,2339000,2410000
18,Senior,"['LangGraph', 'Python', 'React', 'SQL']",Mumbai,4043000,3669000
0,Junior,"['CSS', 'Go', 'iOS Development']",Hyderabad,552000,577000
11,Senior,"['C', 'Dart', 'Kotlin', 'MySQL']",Noida,3776000,3787000
0,Junior,"['Apache Spark', 'Node.js', 'Spark', 'Spring Boot']",Pune,572000,594000
0,Junior,"['CI/CD', 'Kotlin', 'SQL']",Pune,559000,592000
3,Mid,"['Android Development', 'FastAPI', 'GraphQL', 'Kotlin', 'Machine Learning', 'React Native']",Delhi,1826000,1605000
6,Mid,"['C', 'Data Pipelines', 'Machine Learning', 'Python', 'Rust', 'SQL', 'TypeScript']",Hyderabad,1830000,1658000
10,Lead,"['API Design', 'Data Science', 'LangChain', 'NumPy', 'Prompt Engineering', 'Python', 'SQL']",Bangalore,4979000,4908000
6,Mid,"['NumPy', 'Pandas', 'SQL']",Bangalore,2184000,1998000
9,Senior,"['API Design', 'CI/CD', 'FAISS', 'SQL', 'TypeScript']",Hyderabad,3058000,3289000
19,Manager,"['Go', 'Nginx', 'Pandas', 'Python']",Bangalore,6334000,5867000
1,Junior,"['Data Pipelines', 'MongoDB', 'Power BI', 'Prompt Engineering', 'SQL']",Delhi,860000,935000
10,Senior,"['Azure', 'FastAPI', 'MySQL', 'Python', 'React Native']",Bangalore,3712000,2868000
7,Senior,"['Data Science', 'Firebase', 'GraphQL', 'Groq API', 'Java', 'PostgreSQL', 'Python', 'SQL']",Mumbai,3288000,3740000
14,Lead,"['CSS', 'Django', 'Generative AI', 'Java', 'Python', 'SQL', 'Scikit-learn', 'Spring Boot', 'Tableau', 'Vue.js']",Delhi,5151000,6316000
0,Junior,"['Python', 'iOS Development']",Remote,551000,542000
10,Mid,"['Authentication', 'Generative AI', 'JavaScript', 'Python', 'iOS Development']",Delhi,2555000,2765000
2,Mid,"['Apache Spark', 'Azure', 'Computer Vision', 'Excel', 'Python']",Gurgaon,1683000,1679000
11,Senior,"['C', 'SQL', 'Statistics', 'Tableau']",Delhi,3583000,3712000
13,Mid,"['Apache Spark', 'C', 'Machine Learning', 'NLP', 'Python', 'SQL', 'iOS Development']",Mumbai,2571000,2667000
0,Junior,"['Dashboarding', 'FAISS', 'LLM', 'REST API', 'Spring Boot']",Bangalore,738000,752000
7,Director,"['Android Development', 'CI/CD', 'Data Pipelines', 'JavaScript', 'Python', 'SQL', 'System Design']",Bangalore,7189000,6901000
1,Junior,"['Authentication', 'DynamoDB', 'PostgreSQL', 'Python']",Delhi,817000,856000
9,Senior,"['FAISS', 'Power BI', 'Prompt Engineering', 'Python', 'SQL', 'Vector Databases']",Hyderabad,3152000,2592000
12,Senior,"['FAISS', 'Firebase', 'LangGraph', 'Machine Learning', 'Python', 'SQLite', 'Tableau']",Hyderabad,3746000,3491000
17,Director,"['API Design', 'FAISS', 'LangChain', 'Python', 'SQL', 'Testing', 'iOS Development']",Mumbai,7862000,7751000
11,Mid,"['AWS', 'CSS', 'Kotlin', 'Python', 'SQL']",Gurgaon,2413000,2597000
0,Mid,"['Bootstrap', 'Dashboarding', 'Data Science', 'Nginx', 'Python', 'SQL']",Pune,1162000,1312000
10,Manager,"['AWS', 'Azure', 'Express.js', 'GraphQL', 'NumPy', 'Python', 'System Design']",Gurgaon,5384000,5196000
18,Director,"['AWS', 'Power BI', 'SQL', 'Spring Boot']",Remote,6082000,5998000
6,Senior,"['Data Pipelines', 'DynamoDB', 'Go', 'LangGraph', 'OpenAI API', 'Vector Databases']",Mumbai,3181000,3716000
5,Mid,"['Agile', 'Data Pipelines', 'Go', 'REST API', 'TypeScript']",Chennai,1577000,1570000
16,Senior,"['MLOps', 'React', 'SQL', 'System Design']",Delhi,3865000,4488000
7,Senior,"['API Design', 'Flutter', 'Generative AI', 'Next.js', 'PostgreSQL', 'REST API', 'SQL']",Delhi,3135000,3248000
7,Senior,"['API Design', 'C', 'Data Science', 'SQL', 'SQLite', 'Scikit-learn', 'Swift']",Gurgaon,3094000,3097000
16,Director,"['C++', 'Computer Vision', 'Django', 'Excel', 'MySQL', 'Python', 'SQL']",Bangalore,8225000,9164000
4,Mid,"['Java', 'PyTorch', 'Python', 'React Native', 'SQL', 'Tailwind CSS']",Bangalore,1935000,2022000
2,Mid,"['Excel', 'GraphQL', 'Machine Learning', 'Node.js', 'Python', 'Spring Boot']",Delhi,1666000,1623000
15,Mid,"['Microservices', 'Python', 'SQL', 'Statistics', 'TypeScript']",Bangalore,2974000,3187000
5,Junior,"['Dashboarding', 'Firebase', 'SQL']",Bangalore,1442000,1444000
5,Senior,"['Agile', 'Dashboarding', 'Data Pipelines', 'Kafka', 'Python', 'SQL', 'System Design', 'Tableau']",Mumbai,2979000,2968000
15,Director,"['Android Development', 'Computer Vision', 'Deep Learning', 'FAISS', 'LangChain', 'Machine Learning', 'SQL', 'Vue.js']",Chennai,6471000,7263000
15,Senior,"['AWS', 'Kotlin', 'LangGraph', 'SQL']",Bangalore,4016000,4210000
15,Manager,"['GraphQL', 'Next.js', 'Node.js', 'Python', 'SQL', 'System Design', 'Testing']",Mumbai,6051000,5715000
17,Manager,"['API Design', 'AWS', 'Generative AI', 'Kafka', 'SQL', 'Scikit-learn', 'System Design']",Delhi,5207000,4554000
15,Director,"['API Design', 'HTML', 'MySQL', 'Prompt Engineering', 'Python', 'SQL']",Gurgaon,7461000,8145000
0,Junior,"['MongoDB', 'SQL', 'Spark']",Hyderabad,651000,699000
5,Senior,"['Pandas', 'Python', 'SQL', 'System Design']",Bangalore,3289000,3438000
20,Manager,"['NumPy', 'RAG', 'SQL', 'Tableau', 'Terraform', 'TypeScript']",Delhi,5640000,4693000
12,Lead,"['Data Pipelines', 'Docker', 'Express.js', 'Generative AI', 'Java', 'Kubernetes', 'Python']",Hyderabad,4418000,3944000
13,Senior,"['Docker', 'Firebase', 'PostgreSQL', 'SQL']",Pune,3117000,3390000
16,Lead,"['GraphQL', 'Microservices', 'MySQL', 'Nginx', 'Python', 'SQL', 'Spark', 'Spring Boot', 'Statistics']",Bangalore,4912000,4848000
2,Senior,"['LangChain', 'LangGraph', 'Python', 'iOS Development']",Bangalore,2880000,2507000
1,Junior,"['AWS', 'HTML', 'Python', 'SQL', 'iOS Development']",Noida,889000,932000
9,Lead,"['Azure', 'PostgreSQL', 'PyTorch', 'Python', 'SQL']",Chennai,3920000,4481000
5,Mid,"['Azure', 'Nginx', 'SQL', 'TensorFlow']",Mumbai,2028000,1943000
6,Senior,"['AWS', 'Azure', 'CSS', 'GitHub Actions', 'Java', 'Python', 'iOS Development']",Mumbai,3887000,4268000
7,Mid,"['Dashboarding', 'Data Analysis', 'Excel', 'FastAPI', 'Go', 'Python', 'Tailwind CSS']",Bangalore,2356000,2180000
2,Lead,"['Django', 'Microservices', 'Python', 'Redis', 'SQL']",Hyderabad,3004000,3185000
3,Senior,"['AWS', 'Bootstrap', 'C', 'Python', 'React', 'SQL']",Bangalore,2771000,2523000
4,Junior,"['Bootstrap', 'Docker']",Delhi,1158000,1207000
15,Senior,"['JavaScript', 'Kotlin', 'Python', 'SQL']",Delhi,3488000,3982000
15,Lead,"['C++', 'GitHub Actions', 'Python', 'SQL', 'Spark', 'Statistics', 'System Design', 'Vue.js']",Delhi,5373000,5905000
5,Mid,"['CI/CD', 'Django', 'ETL', 'Microservices', 'SQL', 'Scikit-learn', 'TensorFlow']",Pune,1672000,1721000
4,Mid,"['Django', 'MySQL', 'Power BI', 'SQL', 'SQLite']",Bangalore,2153000,2185000
19,Lead,"['Docker', 'Kafka', 'LangGraph', 'Microservices', 'Python', 'Tableau', 'Terraform']",Delhi,5312000,4991000
10,Mid,"['Deep Learning', 'Flutter', 'Next.js', 'Node.js', 'Python', 'SQL', 'Swift']",Pune,2171000,2271000
17,Manager,"['Kubernetes', 'MySQL', 'Next.js', 'Node.js', 'RAG', 'SQL']",Hyderabad,5043000,5478000
14,Manager,"['Data Analysis', 'MLOps', 'Power BI', 'Python', 'Spring Boot']",Bangalore,5594000,5995000
14,Senior,"['Kotlin', 'LangChain', 'Python', 'RAG', 'iOS Development']",Hyderabad,3505000,3577000
7,Senior,"['Agile', 'CI/CD', 'Microservices', 'Python', 'REST API', 'React Native', 'Redis', 'SQL']",Delhi,3076000,3182000
13,Lead,"['AWS', 'Azure', 'Data Pipelines', 'Excel', 'Java', 'JavaScript', 'MongoDB', 'Python', 'SQL']",Hyderabad,4669000,4510000
5,Senior,"['Android Development', 'Deep Learning', 'Docker', 'GCP', 'Go', 'MLOps', 'Nginx', 'Python', 'SQL']",Mumbai,3198000,3240000
3,Junior,"['API Design', 'GCP', 'PostgreSQL', 'SQLite']",Delhi,1095000,1087000
2,Lead,"['CI/CD', 'HTML', 'LangGraph', 'Prompt Engineering', 'Python', 'SQL', 'TensorFlow', 'iOS Development']",Hyderabad,3220000,3462000
8,Lead,"['AWS', 'Angular', 'Apache Spark', 'Dart', 'MLOps', 'Node.js', 'NumPy', 'React Native', 'Swift']",Hyderabad,4168000,4484000
11,Lead,"['Dart', 'Go', 'Kubernetes', 'LLM', 'Machine Learning', 'SQL', 'Tailwind CSS']",Bangalore,5121000,5606000
6,Mid,"['Bootstrap', 'Python', 'SQL']",Delhi,1945000,1889000
9,Mid,"['Groq API', 'MySQL', 'Next.js', 'SQL', 'Scikit-learn', 'Terraform']",Chennai,2257000,2281000
10,Mid,"['C++', 'CSS', 'ETL', 'Power BI', 'Python', 'SQL', 'Terraform']",Gurgaon,2679000,2444000
20,Lead,"['AWS', 'Agile', 'CI/CD', 'Data Pipelines', 'DynamoDB', 'FAISS', 'Generative AI', 'Hadoop']",Gurgaon,5281000,5603000
17,Director,"['CSS', 'Flutter', 'Next.js', 'Prompt Engineering', 'Python', 'SQL', 'Statistics', 'iOS Development']",Mumbai,8851000,10094000
4,Junior,"['Apache Spark', 'Python']",Bangalore,1276000,1229000
9,Lead,"['GraphQL', 'HTML', 'JavaScript', 'Python', 'System Design', 'Terraform']",Mumbai,4659000,4696000
9,Lead,"['Bootstrap', 'C', 'Go', 'Kafka', 'Redis', 'Statistics', 'Tableau', 'Terraform']",Noida,4588000,5213000
13,Lead,"['AWS', 'Apache Spark', 'Go', 'HTML', 'JavaScript', 'Machine Learning', 'NLP', 'Power BI', 'TypeScript', 'Vector Databases']",Bangalore,5152000,5366000
9,Mid,"['CI/CD', 'Generative AI', 'Java', 'Microservices', 'React Native', 'SQL', 'Scikit-learn']",Bangalore,2687000,2981000
11,Mid,"['DynamoDB', 'Express.js', 'Python', 'SQL']",Pune,1878000,1975000
3,Junior,"['Azure', 'Django', 'Python', 'SQL']",Pune,775000,834000
10,Lead,"['Bootstrap', 'Deep Learning', 'OpenAI API', 'Python', 'SQL', 'TensorFlow']",Bangalore,4804000,5117000
3,Mid,"['Android Development', 'Data Science', 'Kubernetes', 'Node.js', 'Python', 'SQL']",Chennai,1468000,1528000
15,Mid,"['CSS', 'Computer Vision', 'GCP', 'OpenAI API', 'SQL', 'Terraform']",Delhi,2912000,2749000
5,Mid,"['Dart', 'MLOps', 'Python', 'Vue.js']",Hyderabad,1630000,1902000
18,Director,"['Django', 'Python', 'SQL', 'Spring Boot', 'iOS Development']",Hyderabad,6727000,6409000
8,Lead,"['C++', 'Deep Learning', 'Kafka', 'Python', 'REST API', 'React', 'SQL', 'TensorFlow']",Bangalore,4793000,5051000
20,Manager,"['AWS', 'Android Development', 'Java', 'MLOps', 'NLP', 'Node.js', 'PyTorch', 'TensorFlow', 'Terraform']",Bangalore,5757000,5788000
20,Senior,"['Azure', 'Dart', 'Express.js', 'FastAPI', 'Groq API', 'SQL']",Chennai,3486000,3958000
20,Director,"['CSS', 'GitHub Actions', 'Groq API', 'JavaScript', 'Python', 'Statistics']",Mumbai,8528000,8153000
3,Senior,"['Computer Vision', 'Dart', 'Django', 'Docker', 'Excel', 'Groq API', 'OpenAI API', 'Rust', 'SQLite']",Mumbai,2555000,2446000
2,Mid,"['AWS', 'CI/CD', 'SQL', 'Scikit-learn', 'Spring Boot', 'TensorFlow']",Delhi,1827000,1987000
3,Mid,"['Node.js', 'Python', 'SQL']",Remote,1348000,1421000
4,Junior,"['OpenAI API', 'SQL']",Pune,1074000,1049000
14,Manager,"['Java', 'Machine Learning', 'OpenAI API', 'SQL']",Delhi,5368000,6908000
18,Senior,"['ETL', 'Excel', 'GitHub Actions', 'LLM', 'Rust']",Gurgaon,4198000,4266000
17,Manager,"['AWS', 'Bootstrap', 'MLOps', 'SQL', 'Vector Databases']",Noida,5651000,4911000
6,Manager,"['Authentication', 'Excel', 'LangChain', 'SQL', 'Spring Boot', 'Swift']",Noida,4332000,3982000
17,Senior,"['AWS', 'Docker', 'MLOps', 'SQL', 'Terraform']",Delhi,3928000,4119000
3,Mid,"['Java', 'Node.js', 'Python', 'SQL']",Delhi,1942000,1748000
2,Junior,"['SQL', 'Spark']",Mumbai,896000,853000
6,Mid,"['CSS', 'Dashboarding', 'Excel', 'Kotlin', 'Machine Learning', 'Python']",Chennai,1978000,2274000
9,Lead,"['Dashboarding', 'FastAPI', 'Java', 'Next.js', 'Node.js', 'SQL', 'Spark', 'TensorFlow']",Mumbai,4826000,5138000
7,Director,"['AWS', 'CI/CD', 'Computer Vision', 'Excel', 'FastAPI', 'MySQL', 'RAG']",Pune,5332000,5951000
8,Senior,"['Authentication', 'CSS', 'Docker', 'Groq API', 'Python', 'SQL']",Mumbai,3439000,3417000
1,Mid,"['Angular', 'Data Analysis', 'GraphQL', 'Machine Learning', 'SQL']",Delhi,1565000,1582000
3,Mid,"['Computer Vision', 'Data Analysis', 'Data Pipelines', 'Redis', 'SQL', 'Spring Boot']",Delhi,1419000,1334000
7,Junior,"['Bootstrap', 'Dart', 'NumPy', 'SQL']",Pune,1170000,1109000
1,Mid,"['Angular', 'CI/CD', 'GCP', 'Nginx', 'Redis', 'SQL', 'iOS Development']",Hyderabad,1347000,1469000
2,Mid,"['AWS', 'DynamoDB', 'Node.js', 'Python', 'TensorFlow']",Mumbai,1618000,1669000
13,Junior,"['C', 'Python']",Mumbai,2079000,2487000
5,Senior,"['CSS', 'Dashboarding', 'FAISS', 'Generative AI', 'REST API', 'SQL']",Noida,2970000,3243000
20,Lead,"['C++', 'Data Science', 'FAISS', 'Hadoop', 'Kubernetes', 'MLOps', 'Python', 'RAG', 'SQLite']",Bangalore,5800000,5485000
18,Lead,"['GCP', 'JavaScript', 'LangChain', 'NLP', 'PyTorch', 'SQL', 'Spark', 'Terraform']",Noida,4976000,5350000
8,Manager,"['FastAPI', 'Generative AI', 'Python', 'REST API', 'SQL']",Chennai,3874000,3930000
2,Junior,"['Dart', 'PostgreSQL', 'Python', 'TensorFlow']",Mumbai,1134000,979000
1,Junior,"['Docker', 'Node.js', 'NumPy', 'Python', 'SQL']",Bangalore,953000,989000
18,Senior,"['Azure', 'Computer Vision', 'Deep Learning', 'Docker', 'NLP', 'Python', 'SQL']",Pune,3459000,4418000
14,Lead,"['Dart', 'Excel', 'Generative AI', 'MLOps', 'Node.js', 'Python', 'REST API', 'SQL', 'Tableau']",Bangalore,5042000,4484000
14,Manager,"['AWS', 'Angular', 'Deep Learning', 'LangGraph', 'Prompt Engineering', 'Python', 'React Native', 'SQL']",Mumbai,5851000,6703000
9,Lead,"['Firebase', 'MongoDB', 'PyTorch', 'React Native', 'SQL', 'System Design', 'Vue.js']",Delhi,5064000,4859000
4,Mid,"['CSS', 'Computer Vision', 'Groq API', 'LangGraph', 'Pandas', 'SQL', 'Vue.js']",Delhi,1880000,1816000
13,Lead,"['Data Science', 'ETL', 'MLOps', 'Python', 'SQL', 'TensorFlow', 'Testing', 'Vector Databases']",Remote,3590000,3296000
18,Senior,"['CI/CD', 'Computer Vision', 'MongoDB', 'NLP', 'Pandas', 'Python', 'REST API', 'TypeScript']",Pune,3232000,3238000
3,Mid,"['Flutter', 'Kubernetes', 'Python', 'SQL', 'Tailwind CSS']",Gurgaon,1811000,1721000
3,Junior,"['Python', 'Rust']",Hyderabad,985000,911000
19,Senior,"['C++', 'Docker', 'Kubernetes', 'MLOps', 'MySQL', 'OpenAI API', 'Statistics', 'TensorFlow', 'Vue.js']",Hyderabad,4217000,4236000
3,Mid,"['Express.js', 'Python', 'SQL']",Delhi,1710000,1683000
12,Manager,"['Data Analysis', 'Pandas', 'Python', 'SQLite', 'Scikit-learn', 'TypeScript']",Gurgaon,5422000,5743000
6,Lead,"['Agile', 'Computer Vision', 'Django', 'Next.js', 'OpenAI API', 'React Native', 'SQL', 'Tailwind CSS']",Bangalore,4735000,5330000
18,Senior,"['C', 'Data Analysis', 'Hadoop', 'Python', 'SQL', 'Terraform']",Hyderabad,3617000,3637000
20,Lead,"['AWS', 'Express.js', 'GitHub Actions', 'GraphQL', 'Kubernetes', 'Python', 'SQL', 'Testing']",Delhi,5202000,5632000
7,Senior,"['Python', 'SQL', 'SQLite', 'System Design']",Noida,3370000,2607000
0,Junior,"['Hadoop', 'Machine Learning', 'Python', 'Tableau']",Pune,607000,637000
12,Lead,"['Dart', 'Data Analysis', 'FAISS', 'GitHub Actions', 'OpenAI API', 'Python', 'SQL', 'Statistics', 'System Design']",Delhi,4650000,4942000
9,Senior,"['Angular', 'Django', 'Python', 'SQL']",Bangalore,3494000,3674000
18,Senior,"['GraphQL', 'Nginx', 'Pandas', 'REST API', 'SQL', 'System Design']",Bangalore,4327000,4347000
1,Junior,"['C++', 'Python', 'Spring Boot', 'Tailwind CSS']",Bangalore,877000,847000
20,Senior,"['HTML', 'LangChain', 'Pandas', 'PostgreSQL', 'RAG', 'SQL', 'SQLite', 'Scikit-learn', 'Vector Databases']",Noida,4505000,4299000
3,Mid,"['Java', 'MySQL', 'PyTorch', 'Python', 'Tableau', 'TensorFlow', 'Terraform']",Bangalore,1626000,1774000
11,Mid,"['Authentication', 'Dashboarding', 'Python']",Pune,2029000,2081000
14,Lead,"['C++', 'Go', 'JavaScript', 'Kubernetes', 'Python', 'System Design']",Bangalore,5312000,4706000
20,Mid,"['Machine Learning', 'Python', 'SQL', 'Swift']",Delhi,3271000,3123000
2,Senior,"['DynamoDB', 'LangChain', 'Python', 'SQL']",Delhi,2578000,2465000
11,Senior,"['AWS', 'Apache Spark', 'Bootstrap', 'C', 'CI/CD', 'Hadoop', 'Spark', 'Swift', 'TensorFlow']",Delhi,3420000,3322000
9,Senior,"['C++', 'Dashboarding', 'Deep Learning', 'GitHub Actions', 'GraphQL', 'Next.js', 'PostgreSQL', 'React Native', 'iOS Development']",Mumbai,3355000,3913000
13,Manager,"['API Design', 'Angular', 'Bootstrap', 'Dart', 'FastAPI', 'PostgreSQL', 'RAG', 'Testing', 'Vector Databases']",Mumbai,5288000,4295000
12,Lead,"['Agile', 'Computer Vision', 'Deep Learning', 'OpenAI API', 'PyTorch', 'Python', 'Spark', 'Terraform']",Delhi,4741000,4798000
7,Mid,"['Computer Vision', 'GraphQL', 'Node.js', 'NumPy', 'Python', 'SQL']",Remote,1996000,2127000
16,Manager,"['Java', 'Python', 'React', 'Statistics', 'System Design']",Bangalore,5391000,4905000
7,Mid,"['Generative AI', 'Python', 'SQL', 'TensorFlow']",Bangalore,2493000,2663000
18,Manager,"['Android Development', 'Bootstrap', 'LLM', 'OpenAI API', 'PyTorch', 'SQL', 'System Design', 'iOS Development']",Bangalore,5846000,5809000
7,Mid,"['Dashboarding', 'Firebase', 'Groq API', 'Hadoop', 'Microservices', 'Python']",Bangalore,2293000,2532000
1,Junior,"['Hadoop', 'LangGraph', 'SQL', 'Tailwind CSS']",Pune,674000,699000
13,Lead,"['Kubernetes', 'Nginx', 'Python', 'SQL', 'System Design']",Bangalore,5508000,5277000
2,Junior,"['Python', 'SQL']",Pune,775000,737000
10,Lead,"['API Design', 'Kubernetes', 'PostgreSQL', 'Python', 'RAG', 'SQL', 'Spring Boot', 'Tailwind CSS', 'TypeScript']",Delhi,4679000,5062000
16,Director,"['Data Analysis', 'Kubernetes', 'MySQL', 'Python', 'System Design']",Hyderabad,7236000,6528000
10,Mid,"['Apache Spark', 'Data Pipelines', 'RAG', 'SQL']",Noida,2230000,2158000
17,Mid,"['Python', 'SQL', 'iOS Development']",Mumbai,3112000,3594000
13,Senior,"['C', 'Data Pipelines', 'Python', 'SQL']",Pune,2886000,2770000
2,Junior,"['Agile', 'Python', 'SQL', 'SQLite', 'Swift']",Noida,840000,853000
7,Lead,"['API Design', 'Computer Vision', 'Django', 'Excel', 'Firebase', 'PyTorch', 'Python', 'SQL', 'Spring Boot']",Noida,4044000,4156000
5,Senior,"['ETL', 'Firebase', 'PostgreSQL', 'Python', 'SQL', 'Vue.js']",Bangalore,3337000,3028000
6,Mid,"['Computer Vision', 'Firebase', 'PyTorch', 'Python', 'SQLite']",Bangalore,2285000,2546000
15,Lead,"['Data Analysis', 'Express.js', 'FAISS', 'GraphQL', 'MySQL', 'Power BI', 'Python']",Gurgaon,5104000,5603000
9,Senior,"['Authentication', 'FastAPI', 'Go', 'Kubernetes', 'MySQL', 'PyTorch', 'Python']",Hyderabad,3215000,3098000
13,Senior,"['Angular', 'PostgreSQL', 'Python', 'SQL', 'Swift']",Pune,2917000,3060000
4,Mid,"['Dart', 'PyTorch', 'REST API', 'Testing']",Bangalore,1953000,2017000
18,Manager,"['AWS', 'Data Pipelines', 'Data Science', 'Deep Learning', 'FastAPI', 'Microservices', 'Pandas', 'Python']",Delhi,5728000,5228000
0,Junior,"['GCP', 'React Native', 'SQL']",Hyderabad,675000,638000
11,Lead,"['Data Analysis', 'Docker', 'MLOps', 'Node.js', 'Pandas', 'Power BI', 'Python', 'SQL']",Mumbai,4847000,3803000
6,Senior,"['C', 'Django', 'OpenAI API', 'Python', 'Rust', 'SQLite']",Bangalore,3167000,2961000
10,Senior,"['Data Pipelines', 'ETL', 'Python', 'SQL']",Hyderabad,3070000,3020000
20,Manager,"['Apache Spark', 'Bootstrap', 'CSS', 'DynamoDB', 'FAISS', 'JavaScript', 'MySQL', 'SQL', 'iOS Development']",Mumbai,6084000,6177000
12,Manager,"['Android Development', 'Azure', 'Dashboarding', 'MySQL', 'Next.js', 'Nginx', 'OpenAI API', 'Pandas', 'SQL']",Hyderabad,4993000,4541000
17,Senior,"['Azure', 'Bootstrap', 'Flutter', 'OpenAI API', 'Swift', 'Terraform']",Bangalore,4289000,5336000
12,Mid,"['C++', 'FAISS', 'Flutter', 'Hadoop', 'Redis', 'Rust', 'SQL']",Gurgaon,2696000,2837000
12,Lead,"['Agile', 'Bootstrap', 'Data Pipelines', 'Go', 'Kafka', 'OpenAI API', 'React Native', 'Swift']",Remote,4157000,4404000
2,Junior,"['CSS', 'LLM', 'Python', 'React Native']",Delhi,1060000,1075000
5,Senior,"['API Design', 'Authentication', 'Flutter', 'Java', 'LLM', 'Microservices', 'Python', 'Tailwind CSS']",Hyderabad,2855000,3563000
15,Lead,"['C++', 'Firebase', 'Kubernetes', 'Python', 'System Design', 'Vector Databases', 'iOS Development']",Bangalore,5741000,4264000
17,Senior,"['Agile', 'Azure', 'Java', 'Kotlin', 'LangChain', 'LangGraph', 'SQL', 'Terraform']",Gurgaon,4100000,3594000
18,Director,"['CSS', 'Dart', 'Generative AI', 'GitHub Actions', 'Hadoop', 'Pandas', 'Python']",Gurgaon,7939000,7846000
18,Director,"['Azure', 'C', 'LangGraph', 'Nginx', 'Prompt Engineering', 'SQL']",Hyderabad,6916000,5688000
1,Mid,"['Angular', 'Generative AI', 'Redis', 'SQL']",Mumbai,1350000,1543000
6,Mid,"['ETL', 'FastAPI', 'GCP', 'NLP', 'Python']",Delhi,2119000,2058000
19,Lead,"['Bootstrap', 'Flutter', 'Kubernetes', 'MLOps', 'Machine Learning', 'PostgreSQL', 'REST API', 'Spark', 'Swift', 'System Design']",Mumbai,5160000,5139000
20,Director,"['Data Analysis', 'Deep Learning', 'Python', 'Spark', 'Terraform']",Bangalore,7970000,9227000
13,Manager,"['Dart', 'Express.js', 'SQL', 'Scikit-learn']",Chennai,4654000,5139000
10,Senior,"['API Design', 'Java', 'MLOps', 'Python', 'SQL']",Pune,2991000,3360000
17,Manager,"['Dart', 'ETL', 'GCP', 'Power BI', 'SQL', 'Tableau', 'TypeScript']",Hyderabad,5676000,5724000
16,Manager,"['API Design', 'CSS', 'Data Analysis', 'GCP', 'Node.js', 'Spark', 'Swift']",Hyderabad,4631000,4121000
6,Junior,"['FastAPI', 'Python']",Mumbai,1604000,1639000
5,Mid,"['Computer Vision', 'SQL', 'Spark']",Remote,1654000,1503000
4,Junior,"['Apache Spark', 'Java', 'JavaScript', 'Python']",Hyderabad,1175000,1271000
7,Junior,"['C', 'PyTorch', 'Python', 'SQL']",Mumbai,1456000,1537000
3,Junior,"['Node.js', 'SQL']",Pune,813000,819000
9,Senior,"['AWS', 'FAISS', 'GCP', 'GraphQL', 'Kafka', 'Next.js', 'PostgreSQL', 'Python', 'SQL']",Remote,3308000,3694000
7,Senior,"['Android Development', 'Deep Learning', 'Excel', 'Kubernetes', 'Machine Learning', 'MongoDB', 'Python', 'SQL']",Bangalore,3269000,3250000
